Index,Name,URL,Description,Reference,Prerequisites,Level,Parent,Feature Specific
pact-of-the-blade,Pact of the Blade,/api/features/pact-of-the-blade,"['You can use your action to create a pact weapon in your empty hand. You can choose the form that this melee weapon takes each time you create it. You are proficient with it while you wield it. This weapon counts as magical for the purpose of overcoming resistance and immunity to nonmagical attacks and damage.', 'Your pact weapon disappears if it is more than 5 feet away from you for 1 minute or more. It also disappears if you use this feature again, if you dismiss the weapon (no action required), or if you die.', ""You can transform one magic weapon into your pact weapon by performing a special ritual while you hold the weapon. You perform the ritual over the course of 1 hour, which can be done during a short rest. You can then dismiss the weapon, shunting it into an extradimensional space, and it appears whenever you create your pact weapon thereafter. You can't affect an artifact or a sentient weapon in this way. The weapon ceases being your pact weapon if you die, if you perform the 1-hour ritual on a different weapon, or if you use a 1-hour ritual to break your bond to it. The weapon appears at your feet if it is in the extradimensional space when the bond breaks."", 'If you serve the Fiend, your weapon could be an axe made of black metal and adorned with decorative flames.']",,[],3,"{'index': 'pact-boon', 'name': 'Pact Boon', 'url': '/api/features/pact-boon'}",
pact-of-the-chain,Pact of the Chain,/api/features/pact-of-the-chain,"[""You learn the find familiar spell and can cast it as a ritual. The spell doesn't count against your number of spells known."", 'When you cast the spell, you can choose one of the normal forms for your familiar or one of the following special forms: imp, pseudodragon, quasit, or sprite.', 'Additionally, when you take the Attack action, you can forgo one of your own attacks to allow your familiar to make one attack of its own with its reaction.', 'Your familiar is more cunning than a typical familiar. Its default form can be a reflection of your patron, with imps and quasits tied to the Fiend.']",,[],3,"{'index': 'pact-boon', 'name': 'Pact Boon', 'url': '/api/features/pact-boon'}",
pact-of-the-tome,Pact of the Tome,/api/features/pact-of-the-tome,"[""Your patron gives you a grimoire called a Book of Shadows. When you gain this feature, choose three cantrips from any class's spell list (the three needn't be from the same list). While the book is on your person, you can cast those cantrips at will. They don't count against your number of cantrips known. If they don't appear on the warlock spell list, they are nonetheless warlock spells for you."", 'If you lose your Book of Shadows, you can perform a 1-hour ceremony to receive a replacement from your patron. This ceremony can be performed during a short or long rest, and it destroys the previous book. The book turns to ash when you die.', 'Your Book of Shadows could be a weighty tome bound in demon hide studded with iron, holding spells of conjuration and a wealth of forbidden lore about the sinister regions of the cosmos, a gift of the Fiend.']",,[],3,"{'index': 'pact-boon', 'name': 'Pact Boon', 'url': '/api/features/pact-boon'}",
paladin-ability-score-improvement-1,Ability Score Improvement,/api/features/paladin-ability-score-improvement-1,"[""When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],4,,
paladin-ability-score-improvement-2,Ability Score Improvement,/api/features/paladin-ability-score-improvement-2,"[""When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],8,,
paladin-ability-score-improvement-3,Ability Score Improvement,/api/features/paladin-ability-score-improvement-3,"[""When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],12,,
paladin-ability-score-improvement-4,Ability Score Improvement,/api/features/paladin-ability-score-improvement-4,"[""When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],16,,
paladin-ability-score-improvement-5,Ability Score Improvement,/api/features/paladin-ability-score-improvement-5,"[""When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],19,,
paladin-extra-attack,Extra Attack,/api/features/paladin-extra-attack,"['Beginning at 5th level, you can attack twice, instead of once, whenever you take the Attack action on your turn.']",,[],5,,
paladin-fighting-style,Fighting Style,/api/features/paladin-fighting-style,"[""At 2nd level, you adopt a style of fighting as your specialty. Choose one of the following options. You can't take a Fighting Style option more than once, even if you later get to choose again.""]",,[],2,,"{'subfeature_options': {'choose': 1, 'type': 'feature', 'from': {'option_set_type': 'options_array', 'options': [{'option_type': 'reference', 'item': {'index': 'fighting-style-defense', 'name': 'Fighting Style: Defense', 'url': '/api/features/fighting-style-defense'}}, {'option_type': 'reference', 'item': {'index': 'fighting-style-dueling', 'name': 'Fighting Style: Dueling', 'url': '/api/features/fighting-style-dueling'}}, {'option_type': 'reference', 'item': {'index': 'fighting-style-great-weapon-fighting', 'name': 'Fighting Style: Great Weapon Fighting', 'url': '/api/features/fighting-style-great-weapon-fighting'}}, {'option_type': 'reference', 'item': {'index': 'fighting-style-protection', 'name': 'Fighting Style: Protection', 'url': '/api/features/fighting-style-protection'}}]}}, 'invocations': []}"
patient-defense,Patient Defense,/api/features/patient-defense,['You can spend 1 ki point to take the Dodge action as a bonus action on your turn.'],,[],2,,
peerless-skill,Peerless Skill,/api/features/peerless-skill,"['Starting at 14th level, when you make an ability check, you can expend one use of Bardic Inspiration. Roll a Bardic Inspiration die and add the number rolled to your ability check. You can choose to do so after you roll the die for the ability check, but before the GM tells you whether you succeed or fail.']",,[],14,,
perfect-self,Perfect Self,/api/features/perfect-self,"['At 20th level, when you roll for initiative and have no ki points remaining, you regain 4 ki points.']",,[],20,,
persistent-rage,Persistent Rage,/api/features/persistent-rage,"['Beginning at 15th level, your rage is so fierce that it ends early only if you fall unconscious or if you choose to end it.']",,[],15,,
potent-cantrip,Potent Cantrip,/api/features/potent-cantrip,"[""Starting at 6th level, your damaging cantrips affect even creatures that avoid the brunt of the effect. When a creature succeeds on a saving throw against your cantrip, the creature takes half the cantrip's damage (if any) but suffers no additional effect from the cantrip.""]",,[],6,,
primal-champion,Primal Champion,/api/features/primal-champion,"['At 20th level, you embody the power of the wilds. Your Strength and Constitution scores increase by 4. Your maximum for those scores is now 24.']",,[],20,,
primal-path,Primal Path,/api/features/primal-path,"['At 3rd level, you choose a path that shapes the nature of your rage. Choose the Path of the Berserker or the Path of the Totem Warrior, both detailed at the end of the class description. Your choice grants you features at 3rd level and again at 6th, 10th, and 14th levels.']",,[],3,,
primeval-awareness,Primeval Awareness,/api/features/primeval-awareness,"[""Beginning at 3rd level, you can use your action and expend one ranger spell slot to focus your awareness on the region around you. For 1 minute per level of the spell slot you expend, you can sense whether the following types of creatures are present within 1 mile of you (or within up to 6 miles if you are in your favored terrain): aberrations, celestials, dragons, elementals, fey, fiends, and undead. This feature doesn't reveal the creatures' location or number.""]",,[],3,,
purity-of-body,Purity of Body,/api/features/purity-of-body,"['At 10th level, your mastery of the ki flowing through you makes you immune to disease and poison.']",,[],10,,
purity-of-spirit,Purity of Spirit,/api/features/purity-of-spirit,"['Beginning at 15th level, you are always under the effects of a protection from evil and good spell.']",,[],15,,
quivering-palm,Quivering Palm,/api/features/quivering-palm,"[""At 17th level, you gain the ability to set up lethal vibrations in someone's body. When you hit a creature with an unarmed strike, you can spend 3 ki points to start these imperceptible vibrations, which last for a number of days equal to your monk level. The vibrations are harmless unless you use your action to end them. To do so, you and the target must be on the same plane of existence. When you use this action, the creature must make a Constitution saving throw. If it fails, it is reduced to 0 hit points. If it succeeds, it takes 10d10 necrotic damage."", 'You can have only one creature under the effect of this feature at a time. You can choose to end the vibrations harmlessly without using an action.']",,[],17,,
